PID,Street Address,MBLU,Map,Lot,Unit,Book&Page,Assessment,Appraisal,Lot Size (acres),Land Use Code,Description,Zoning District,# Buildings,Appr. Year,Improvements,Land,Total,Recent Sale Price,Recent Sale Date,Prev Sale Price,Prev Sale Date,Prev. Ass. Imp,Prev. Ass. Land,Prev. Ass. Tot,Prev. App. Imp,Prev. App. Land,Prev. App. Tot,,
593,80 BRECK HILL RD,405/  46/  /  / ,405,46,  ,  4366/0205,525600,606800,25,1010,SINGLE FAM MDL01,RD,1,2021,234800,372000,606800,250000,2016-06-08,2666,2002-07-12,155100,257100,412200,155100,330600,485700,20:07:23,113
34,4 MARKET ST,201/  27/  /  / ,201,27,  ,  4368/0297,552900,552900,0.4,1010,SINGLE FAM MDL01,LCD,1,2021,395200,157700,552900,0,2018-06-19,135000,1988-02-01,391300,166100,557400,391300,166100,557400,20:07:23,114
35,1 ON THE COMMON (COMMON),201/  28/  /  / ,201,28,  , ,29200,29200,1.4,9035,TOWN-PROP,LCD,1,2021,0,29200,29200,0,,,,0,24000,24000,0,24000,24000,20:07:24,115
37,16 ON THE COMMON,201/  30/  /  / ,201,30,  ,  4325/0395,650500,650500,0.78,920C,NON PROFIT  MDL-94,LCD,1,2021,297500,353000,650500,425000,2017-11-15,447000,2009-02-04,199500,286400,485900,199500,286400,485900,20:07:25,116
103137,16  ON THE COMMON,201/  30/  T/  / ,201,30,  T,  4325/0395,50000,50000,0,3900,DEVEL LAND,,1,2021,50000,0,50000,425000,2017-11-15,,,45500,0,45500,45500,0,45500,20:07:26,117
39,14 ON THE COMMON,201/  31/  1000/  / ,201,31,1000,  4554/ 777,576700,576700,3.08,1040,TWO FAMILY,LCD,1,2021,339700,237000,576700,640000,2020-09-15,440000,2005-05-20,421400,208700,630100,421400,208700,630100,20:07:27,118
40,18 MARKET ST (BIG ROCK),201/  31/  2000/  / ,201,31,2000,  2295/0028,43000,43000,9.99,9035,TOWN-PROP,,1,2021,0,43000,43000,0,1997-11-18,,,0,37300,37300,0,37300,37300,20:07:27,119
41,12 ON THE COMMON,201/  32/  /  / ,201,32,  ,  3087/0441,633000,633000,0.65,1010,SINGLE FAM MDL01,LCD,1,2021,447000,186000,633000,625000,2004-12-14,129000,1998-10-29,441600,175800,617400,441600,175800,617400,20:07:28,120
42,10 ON THE COMMON,201/  33/  /  / ,201,33,  ,  3371/0737,488500,488500,1.5,1010,SINGLE FAM MDL01,LCD,1,2021,269800,218700,488500,0,2006-12-07,,,246800,192400,439200,246800,192400,439200,20:07:29,121
43,8 ON THE COMMON,201/  34/  /  / ,201,34,  ,  4183/ 405,345600,345600,1.71,1010,SINGLE FAM MDL01,LCD,1,2021,137300,208300,345600,0,2016-01-13,195000,2004-07-07,156300,163100,319400,156300,163100,319400,20:07:30,122
50,6 ON THE COMMON UNIT #1,201/  35/  0010/  / ,201,35,10,  2364/0058,194300,194300,0,1021,CONDO NL  MDL-05,LCD,1,2021,194300,0,194300,102000,1998-12-21,100000,1994-11-10,150100,0,150100,150100,0,150100,20:07:31,123
54,6 ON THE COMMON UNIT #5,201/  35/  0050/  / ,201,35,50,  4125/0135,179900,179900,0,1021,CONDO NL  MDL-05,LCD,1,2021,179900,0,179900,142000,2015-05-04,149000,2002-12-27,137400,0,137400,137400,0,137400,20:07:32,124
1136,182 GOOSE POND RD,410/  73/  /  / ,410,73,  ,  3003/0844,175000,175000,1.2,1030,MOBILE HOM  MDL-02,RD,1,2021,82700,92300,175000,159000,2004-05-28,129000,2002-09-20,68400,70500,138900,68400,70500,138900,20:07:32,125
1126,203 GOOSE POND RD,410/  63/  /  / ,410,63,  ,  3902/0658,297900,297900,2.1,1040,TWO FAMILY,RD,1,2021,194300,103600,297900,0,2012-07-27,255000,2005-07-01,168200,79300,247500,168200,79300,247500,20:07:34,126
56,4 ON THE COMMON,201/  36/  /  / ,201,36,  ,  3516/0484,1160900,1160900,0.18,3160,COMM WHSE,LCD,1,2021,926400,234500,1160900,0,2008-04-22,7543800,2008-04-02,908500,186700,1095200,908500,186700,1095200,20:07:35,127
1165,101 GRAFTON TK,413/  1/  /  / ,413,1,  ,  2525/0702,155600,155600,0.24,1010,SINGLE FAM MDL01,ELD,1,2021,70500,85100,155600,80000,2001-03-29,,,57300,71800,129100,57300,71800,129100,20:07:36,128
58,38 UNION ST (LIBRARY),201/  38/  /  / ,201,38,  , ,915600,915600,0.44,903C,MUNICPAL  MDL-94,LCD,1,2021,653600,262000,915600,0,,,,604000,255500,859500,604000,255500,859500,20:07:37,129
575,711 RIVER RD,405/  35/  /  / ,405,35,  ,  4561/ 481,1746300,1993400,21.5,1013,SFR WATER  MDL-01,RD,3,2021,862000,1131400,1993400,1950000,2020-10-05,1519000,2016-06-06,731800,537400,1269200,731800,765900,1497700,20:07:38,130
576,729 RIVER RD,405/  36/  /  / ,405,36,  ,  3928/0824,3433400,3433400,18.43,1013,SFR WATER  MDL-01,,5,2021,2084100,1349300,3433400,0,2012-11-01,,,1802900,943100,2746000,1802900,943100,2746000,20:07:39,131
250,17 HEWS LN,401/  47/  /  / ,401,47,  ,  4117/0767,2700,341700,21,6513,FARMR-3,RD,1,2021,0,341700,341700,0,2015-03-30,1100000,2006-11-17,0,2700,2700,0,280000,280000,20:07:40,132
251,20 HEWS LN,401/  48/  /  / ,401,48,  ,  4424/0051,599200,716100,19.03,1010,SINGLE FAM MDL01,RD,1,2021,367000,349100,716100,400000,2019-03-29,2666,2001-10-18,163700,182600,346300,163700,287200,450900,20:07:40,133
252,10 HEWS LN,401/  49/  /  / ,401,49,  ,  1667/0399,321000,428200,28.65,1010,SINGLE FAM MDL01,RD,1,2021,176700,251500,428200,20000,1987-05-18,,,155600,94600,250200,155600,191800,347400,20:07:41,134
253,8 HEWS LN,401/  50/  /  / ,401,50,  ,  3420/0886,362500,362500,2.4,1010,SINGLE FAM MDL01,RD,1,2021,212100,150400,362500,0,2007-06-19,,,187200,116400,303600,187200,116400,303600,20:07:42,135
254,43 DARTMOUTH COLLEGE HY,401/  51/  /  / ,401,51,  ,  4388/0289,507600,817700,53.9,1010,SINGLE FAM MDL01,RD,1,2021,356800,460900,817700,0,2018-09-13,,,243100,117600,360700,243100,398600,641700,20:07:43,136
255,61 DARTMOUTH COLLEGE HY,401/  52/  /  / ,401,52,  ,002760/0503,564800,564800,2.2,1010,SINGLE FAM MDL01,RD,1,2021,435400,129400,564800,232266,2002-12-20,,,188200,99500,287700,188200,99500,287700,20:07:44,137
256,63-69 DARTMOUTH COLLEGE HY,401/  53/  1000/  / ,401,53,1000,  4013/ 0518,1732200,1732200,3.2,101,Single Fam,RD,4,2021,1367900,364300,1732200,116733,2013-09-23,,,1251500,237700,1489200,1251500,237700,1489200,20:07:45,138
257,77 DARTMOUTH COLLEGE HY,401/  54/  /  / ,401,54,  ,  4223/0643,187600,187600,2.4,1010,SINGLE FAM MDL01,RD,1,2021,56900,130700,187600,150000,2016-08-01,,,67900,100700,168600,67900,100700,168600,20:07:46,139
258,85 DARTMOUTH COLLEGE HY #3010,401/  55/  301/  / ,401,55,301,  3324/0514,378800,378800,0,1021,CONDO NL  MDL-05,BD,1,2021,378800,0,378800,368533,2006-08-30,167266,2003-03-05,347600,0,347600,347600,0,347600,20:07:47,140
259,101 DARTMOUTH COLLEGE HY,401/  56/  /  / ,401,56,  ,  2297/0890,3047400,3047400,136,904C,PRI SCHOOL  MDL-94,,1,2021,2454700,592700,3047400,250000,1998-02-17,252000,1993-09-21,2190400,492700,2683100,2190400,492700,2683100,20:07:48,141
260,82 RIVER RD,401/  57/  /  / ,401,57,  ,  4329/0380,247100,247100,0.83,1010,SINGLE FAM MDL01,RD,1,2021,82600,164500,247100,0,2017-12-04,1500,1970-02-12,61100,157300,218400,61100,157300,218400,20:07:49,142
102876,66 BLISS LN,410/  46/  2000/  / ,410,46,2000,  4648/  22,800,327900,22.45,6334,OTUNR-4,RD,1,2021,0,327900,327900,0,2021-01-29,1695000,2014-03-27,0,800,800,0,281700,281700,20:07:50,143
267,7 WILMOTT WY,401/  59/  /  / ,401,59,  ,  1150/0068,189500,189500,5.78,1030,MOBILE HOM  MDL-02,RD,1,2021,66900,122600,189500,0,,,,36300,96600,132900,36300,96600,132900,20:07:51,144
270,21 WILMOTT WY,401/  60/  /  / ,401,60,  ,  1829/0728,172200,172200,4.91,1030,MOBILE HOM  MDL-02,RD,1,2021,54400,117800,172200,40000,1989-10-24,,,33700,92300,126000,33700,92300,126000,20:07:52,145
271,25 WILMOTT WY,401/  61/  /  / ,401,61,  ,  2270/0888,421400,421400,2.1,1090,MULTI HSES,RD,2,2021,293800,127600,421400,73000,1997-09-06,40000,1989-10-16,313300,78200,391500,313300,78200,391500,20:07:53,146
273,34 WILMOTT WY,401/  63/  /  / ,401,63,  ,PRO-1988,133500,133500,2.01,1030,MOBILE HOM  MDL-02,RD,1,2021,32800,100700,133500,0,1988-01-01,,,25700,69300,95000,25700,69300,95000,20:07:55,147
275,12 WILMOTT WY,401/  65/  /  / ,401,65,  ,  1851/ 914,140000,140000,2.5,1030,MOBILE HOM  MDL-02,RD,1,2021,30200,109800,140000,79900,1990-03-19,,,14200,84200,98400,14200,84200,98400,20:07:56,148
102896,59 ORFORD RD,408/  19/  /  / ,408,19,  ,  4658/ 326,500,206700,6.2,6224,HWUN-4,RD,1,2021,0,206700,206700,219000,2021-08-12,,,0,400,400,0,69900,69900,20:07:57,149
102770,100 RIVER RD,402/  85/  /  / ,402,85,  ,  4102/0216,813200,988800,38.81,1010,SINGLE FAM MDL01,RD,1,2021,632600,356200,988800,550000,2014-12-19,,,572100,196400,768500,572100,355700,927800,20:07:58,150
102771,355 ORFORD RD,406/  5/  /  / ,406,5,  ,  4315/0624,292200,292200,1.4,1010,SINGLE FAM MDL01,,1,2021,155400,136800,292200,250000,2017-10-03,130000,2016-11-22,142000,93900,235900,142000,93900,235900,20:07:59,151
102772,131 GRAFTON TK,413/  4/  /  / ,413,4,  ,  3848/0046,14800,519500,372,6232,HWUNR-2,ELD,1,2021,0,519500,519500,0,2011-12-30,650000,2007-01-29,0,14800,14800,0,447800,447800,20:07:59,152
276,6 WILMOTT WY,401/  66/  /  / ,401,66,  ,  4196/0207,306500,306500,1.5,1010,SINGLE FAM MDL01,RD,1,2021,133100,173400,306500,299900,2016-01-04,140000,1994-08-15,122700,167400,290100,122700,167400,290100,20:08:00,153
278,50 RIVER RD,401/  68/  /  / ,401,68,  ,  4104/ 142,350300,472900,43.47,1010,SINGLE FAM MDL01,RD,1,2021,159300,313600,472900,0,2014-12-19,,,72200,168600,240800,72200,277900,350100,20:08:01,154
102897,60 ORFORD RD,408/  20/  /  / ,408,20,  ,  1633/0016,337800,352800,4.95,1093,MLTI HS WF,,4,2021,72500,280300,352800,0,1977-02-23,,,96500,216600,313100,96500,233500,330000,20:08:02,155
59,36 UNION ST,201/  39/  /  / ,201,39,  ,002867/0533,511800,511800,0.39,1010,SINGLE FAM MDL01,LCD,1,2021,355300,156500,511800,210000,2003-08-04,169000,2001-11-09,331100,165000,496100,331100,165000,496100,20:08:03,156
60,32 UNION ST,201/  40/  /  / ,201,40,  , ,704000,704000,1.55,1040,TWO FAMILY,LCD,1,2021,485100,218900,704000,0,,,,442800,192600,635400,442800,192600,635400,20:08:04,157
859,70 ORFORD RD,408/  22/  1000/  / ,408,22,1000,  1903/ 0413,1247700,1247700,13.45,3880,CABNCOLONY,RD,21,2021,343900,903800,1247700,0,1991-04-01,,,411500,459000,870500,411500,459000,870500,20:08:06,158
102976,ORFORD RD,408/  22/  2000/  / ,408,22,2000,  1903/0413,159000,502800,96.55,3880,CABNCOLONY,RD,1,2021,37100,465700,502800,0,1991-04-01,,,28500,93900,122400,28500,406000,434500,20:08:07,159
63,28 UNION ST,201/  43/  /  / ,201,43,  ,  4023/0682,490500,490500,2.55,111C,APT 4-UNT  MDL-94,LCD,1,2021,258400,232100,490500,0,2013-11-06,160000,1989-02-27,182300,204300,386600,182300,204300,386600,20:08:08,160
64,26 UNION ST,201/  44/  /  / ,201,44,  ,  2161/0118,322100,322100,1.6,1010,SINGLE FAM MDL01,LCD,1,2021,103900,218200,322100,80000,1995-09-22,,,100700,161800,262500,100700,161800,262500,20:08:09,161
66,22 UNION ST,201/  46/  /  / ,201,46,  ,  3368/0837,449700,449700,1.28,1040,TWO FAMILY,LCD,1,2021,218800,230900,449700,0,2007-01-12,,,205200,203200,408400,205200,203200,408400,20:08:10,162
68,5 BROOK LN,201/  48/  /  / ,201,48,  ,  3695/0434,284100,284100,2.3,1010,SINGLE FAM MDL01,RD,1,2021,127000,157100,284100,0,2010-04-21,,,136000,120600,256600,136000,120600,256600,20:08:12,163
69,4 BROOK LN,201/  49/  /  / ,201,49,  , ,8600,8600,0.41,9010,STATE NH,RD,1,2021,0,8600,8600,0,,,,0,8400,8400,0,8400,8400,20:08:13,164
76,11 UNION ST,201/  51/  1000/  / ,201,51,1000,  4086/0348,754200,754200,2,1010,SINGLE FAM MDL01,LCD,1,2021,519800,234400,754200,515000,2014-10-03,150000,1986-06-30,537500,206400,743900,537500,206400,743900,20:08:14,165
78,15 UNION ST,201/  52/  /  / ,201,52,  ,  2809/0420,390300,390300,1,1010,SINGLE FAM MDL01,LCD,1,2021,173800,216500,390300,225000,2003-04-25,,,132600,190400,323000,132600,190400,323000,20:08:14,166
79,17 UNION ST,201/  53/  /  / ,201,53,  ,  0909/0569,333300,333300,0.99,1010,SINGLE FAM MDL01,LCD,1,2021,116800,216500,333300,0,,,,105400,190200,295600,105400,190200,295600,20:08:15,167
80,21 UNION ST,201/  54/  /  / ,201,54,  , ,618800,618800,18,906R,CHURCH ETC  MDL-01,LCD,1,2021,301600,317200,618800,0,,,,226900,265000,491900,226900,265000,491900,20:08:16,168
81,25 UNION ST,201/  55/  /  / ,201,55,  ,  1659/0083,429800,429800,1.4,130,PRI RES,LCD,1,2021,139400,290400,429800,190000,1987-03-01,,,119100,255500,374600,119100,255500,374600,20:08:17,169
82,27 UNION ST,201/  56/  /  / ,201,56,  ,  3046/0166,417000,417000,0.67,1040,TWO FAMILY,LCD,1,2021,217700,199300,417000,210000,2004-08-12,133000,1986-06-03,157800,186800,344600,157800,186800,344600,20:08:18,170
84,35 UNION ST (ELEM SCHOOL),201/  58/  /  / ,201,58,  , ,5187300,5187300,6.8,903C,MUNICPAL  MDL-94,LCD,1,2021,3187200,2000100,5187300,0,,,,2800400,1387500,4187900,2800400,1387500,4187900,20:08:19,171
85,39 UNION ST (LITTLE COMMON),201/  59/  /  / ,201,59,  , ,16900,16900,0.38,9035,TOWN-PROP,LCD,1,2021,0,16900,16900,0,,,,0,16400,16400,0,16400,16400,20:08:20,172
86,37 UNION ST,201/  60/  /  / ,201,60,  ,  3138/0802,700600,700600,1.1,1010,SINGLE FAM MDL01,LCD,1,2021,471700,228900,700600,513000,2005-05-11,,,422300,201400,623700,422300,201400,623700,20:08:21,173
87,19 EAST THETFORD RD,201/  61/  /  / ,201,61,  ,4083-0169,635700,635700,1.5,1010,SINGLE FAM MDL01,LCD,1,2021,379700,256000,635700,660000,2014-09-16,,,373400,225400,598800,373400,225400,598800,20:08:22,174
91,2 HAMILTON LN,201/  65/  /  / ,201,65,  ,  2866/0001,803300,803300,0.81,1090,MULTI HSES,LCD,2,2021,526300,277000,803300,0,2012-03-06,135000,1988-06-08,548900,191900,740800,548900,191900,740800,20:08:23,175
92,8 EAST THETFORD RD,201/  66/  /  / ,201,66,  ,  3677/0115,257300,257300,0.67,1010,SINGLE FAM MDL01,LCD,1,2021,77800,179500,257300,0,2010-01-20,102000,1995-01-09,63100,149400,212500,63100,149400,212500,20:08:24,176
93,6 EAST THETFORD RD,201/  67/  /  / ,201,67,  ,  4321/0698,680100,680100,0.7,1010,SINGLE FAM MDL01,LCD,1,2021,475800,204300,680100,589000,2017-10-30,485000,2008-09-16,298700,188200,486900,298700,188200,486900,20:08:24,177
94,4 EAST THETFORD RD,201/  68/  /  / ,201,68,  ,  2263/0290,564700,564700,0.55,1010,SINGLE FAM MDL01,LCD,1,2021,385500,179200,564700,208000,1997-07-29,126600,1993-10-06,266600,178700,445300,266600,178700,445300,20:08:25,178
99,1 MAIN          ST (33% INT),201/  70/  0010/  / ,201,70,10,  4023/0680,328500,328500,0,340C,OFF CONDO  MDL-94,LCD,1,2021,328500,0,328500,0,2013-11-06,123810,1993-07-21,308800,0,308800,308800,0,308800,20:08:27,179
101,1 MAIN          ST (67% INT),201/  70/  0020/  / ,201,70,20,  4023/0680,543900,543900,0,340C,OFF CONDO  MDL-94,LCD,2,2021,543900,0,543900,0,2013-11-06,215048,1992-12-31,543200,0,543200,543200,0,543200,20:08:29,180
103,10 LATHAM LN,201/  72/  /  / ,201,72,  ,  3650/0629,306900,306900,1.4,1010,SINGLE FAM MDL01,LCD,1,2021,121800,185100,306900,274533,2009-10-02,3800,2008-03-25,116200,162700,278900,116200,162700,278900,20:08:30,181
104,5 MAIN ST,201/  73/  /  / ,201,73,  ,  3457/0514,1449300,1449300,0.96,3220,STORE/SHOP  MDL-94,LCD,1,2021,1055000,394300,1449300,500000,2007-10-12,400000,1987-01-02,923900,298600,1222500,923900,298600,1222500,20:08:31,182
105,7 MAIN ST,201/  74/  /  / ,201,74,  ,  3452/0881,510400,510400,0.4,3400,OFFICE BLD  MDL-94,LCD,1,2021,236100,274300,510400,0,2007-09-13,225000,1988-06-24,219000,249200,468200,219000,249200,468200,20:08:31,183
106,9 MAIN ST,201/  75/  /  / ,201,75,  ,  2305/0161,1909300,1909300,5.4,3020,INNS,LCD,3,2021,1421000,488300,1909300,0,1998-03-06,400000,1989-05-15,1164400,388300,1552700,1164400,388300,1552700,20:08:32,184
107,13 MAIN ST,201/  76/  /  / ,201,76,  ,  3045/0960,623200,623200,0.31,3220,STORE/SHOP  MDL-94,LCD,2,2021,359500,263700,623200,0,2004-08-30,450000,1988-01-18,340500,233900,574400,340500,233900,574400,20:08:33,185
111,1 PLEASANT ST (OLD CEMETERY,201/  78/  /  / ,201,78,  , ,429100,429100,3.7,9035,TOWN-PROP,,1,2021,4400,424700,429100,0,,,,4000,337700,341700,4000,337700,341700,20:08:34,186
102937,ROW  TOWN OF LYME,100/  5/  /  / ,100,5,  ,  0000/0000,6000,6000,0,3900,DEVEL LAND,,1,2021,6000,0,6000,0,2001-01-01,,,5000,0,5000,5000,0,5000,20:08:35,187
120,4 BRITTON LN,201/  83/  /  / ,201,83,  ,  4421/0347,822900,822900,4.2,3160,COMM WHSE,LCD,1,2021,462100,360800,822900,675000,2019-03-18,4000,1989-01-25,461500,277700,739200,461500,277700,739200,20:08:37,188
121,34 PLEASANT ST,201/  84/  /  / ,201,84,  ,  3729/0847,146100,146100,1.4,1010,SINGLE FAM MDL01,LCD,1,2021,2400,143700,146100,115000,2010-09-10,242533,2005-09-23,73600,115200,188800,73600,115200,188800,20:08:37,189
689,22 POST POND LN,407/  29/  /  / ,407,29,  ,  4425/0328,463000,508400,12.2,1010,SINGLE FAM MDL01,RD,1,2021,301300,207100,508400,385000,2019-04-05,440000,2008-04-10,223400,142500,365900,223400,183700,407100,20:08:38,190
690,16 POST POND LN,407/  30/  /  / ,407,30,  ,  3990/0020,926900,926900,3.7,1010,SINGLE FAM MDL01,RD,1,2021,726400,200500,926900,770000,2013-06-25,850000,2008-05-06,591800,191700,783500,591800,191700,783500,20:08:39,191
102737,51 HIGH ST,201/  134/  /  / ,201,134,  ,  4238/0547,1041400,1041400,9.9,1010,SINGLE FAM MDL01,LCD,1,2021,672900,368500,1041400,360000,2016-10-03,209000,2006-06-26,569100,324800,893900,569100,324800,893900,20:08:40,192
691,11 NORTH THETFORD RD,407/  31/  /  / ,407,31,  ,  4179/ 118,613500,666400,23.28,101,Single Fam,RD,1,2021,400600,265800,666400,275000,2015-12-16,,,405100,169900,575000,405100,217300,622400,20:08:43,193
696,33 NORTH THETFORD RD,407/  36/  /  / ,407,36,  ,  1558/0885,493000,493000,4.7,1010,SINGLE FAM MDL01,RD,1,2021,301800,191200,493000,0,,,,294500,165700,460200,294500,165700,460200,20:08:44,194
697,7 TURNER LN,407/  37/  /  / ,407,37,  ,  4099/0876,364000,442500,11.19,1010,SINGLE FAM MDL01,RD,1,2021,227900,214600,442500,380000,2014-12-08,215050,1990-09-20,169800,153100,322900,169800,208400,378200,20:08:45,195
698,15 TURNER LN,407/  38/  /  / ,407,38,  ,  4538/ 990,665700,665700,4.7,1010,SINGLE FAM MDL01,,1,2021,486500,179200,665700,675733,2020-07-24,162000,1989-08-30,463100,180800,643900,463100,180800,643900,20:08:46,196
700,57 NORTH THETFORD RD,407/  40/  /  / ,407,40,  ,002842/0827,126500,126500,0.33,1030,MOBILE HOM  MDL-02,RD,1,2021,48900,77600,126500,45000,2003-06-24,,,40900,72900,113800,40900,72900,113800,20:08:47,197
701,52 NORTH THETFORD RD,407/  41/  /  / ,407,41,  ,  1680/ 554,384700,384700,4.2,1010,SINGLE FAM MDL01,,1,2021,208100,176600,384700,0,1987-06-30,,,151100,142000,293100,151100,142000,293100,20:08:48,198
702,48 NORTH THETFORD RD,407/  42/  /  / ,407,42,  ,  4533/ 221,365500,365500,3.2,1010,SINGLE FAM MDL01,,1,2021,216000,149500,365500,382000,2020-07-02,335000,2015-06-24,213600,119400,333000,213600,119400,333000,20:08:49,199
703,38 NORTH THETFORD RD,407/  43/  /  / ,407,43,  ,  PRO-/1995,258200,258200,6.5,1010,SINGLE FAM MDL01,RD,1,2021,66400,191800,258200,0,1995-02-24,38000,1970-08-24,57500,143600,201100,57500,143600,201100,20:08:49,200
704,8 PUSHEE FALLS LN,407/  44/  /  / ,407,44,  ,  1039/0179,295600,295600,1.3,1010,SINGLE FAM MDL01,RD,1,2021,146600,149000,295600,0,,,,128500,111800,240300,128500,111800,240300,20:08:50,201
705,4 PUSHEE FALLS LN,407/  45/  /  / ,407,45,  ,  1895/0176,10800,10800,1.6,1060,AC LND IMP,RD,1,2021,2000,8800,10800,0,1991-01-07,,,2000,8000,10000,2000,8000,10000,20:08:51,202
708,18 NORTH THETFORD RD,407/  48/  /  / ,407,48,  ,  4108/ 800,302500,302500,2.8,1010,SINGLE FAM MDL01,RD,1,2021,144900,157600,302500,0,2015-01-28,75000,2006-11-30,153200,119600,272800,153200,119600,272800,20:08:52,203
707,22 NORTH THETFORD RD,407/  47/  /  / ,407,47,  ,  4052/0529,381600,381600,3.8,1010,SINGLE FAM MDL01,RD,1,2021,210800,170800,381600,0,2014-04-30,336000,2002-07-15,218500,139600,358100,218500,139600,358100,20:08:53,204
725,1 CULVER HILL LN,407/  59/  /  / ,407,59,  ,  3229/0120,664300,748000,11.3,1010,SINGLE FAM MDL01,RD,1,2021,446600,301400,748000,550000,2005-12-27,750000,2002-08-28,390300,192300,582600,390300,268000,658300,20:08:54,205
734,1 TAVERN LN,407/  60/  1000/  / ,407,60,1000,  4058/0925,827200,827200,6.01,1010,SINGLE FAM MDL01,RD,1,2021,559500,267700,827200,715066,2014-05-30,540000,1999-09-10,527600,227300,754900,527600,227300,754900,20:08:54,206
735,3 TAVERN LN,407/  60/  2000/  / ,407,60,2000,  2560/0339,270500,270500,5.51,1300,RES ACLNDV,RD,1,2021,0,270500,270500,116000,2001-07-17,95000,1999-06-01,0,205100,205100,0,205100,205100,20:08:55,207
569,651 RIVER RD,405/  30/  1000/  / ,405,30,1000,  2397/0110,1128800,1241100,22.56,3020,INNS,,2,2021,732700,508400,1241100,632500,1999-06-03,958500,1999-04-22,802700,321300,1124000,802700,447800,1250500,20:08:56,208
616,376 ORFORD RD,406/  12/  /  / ,406,12,  ,  4334/0164,556900,556900,4.3,1040,TWO FAMILY,RD,1,2021,403700,153200,556900,0,2017-12-26,173000,1999-07-16,285900,118900,404800,285900,118900,404800,20:08:57,209
717,241 ORFORD RD,407/  54/  /  / ,407,54,  ,  4183/ 134,9600,447800,74.1,6610,SPI FARMR,RD,1,2021,0,447800,447800,400000,2016-01-07,,,0,9600,9600,0,405000,405000,20:08:58,210
719,236 ORFORD RD,407/  55/  /  / ,407,55,  ,  2105/0755,498900,622200,12.55,1010,SINGLE FAM MDL01,RD,1,2021,341500,280700,622200,150000,1994-08-15,160000,1989-12-02,222600,143600,366200,222600,143600,366200,20:08:59,211
723,186 ORFORD RD,407/  57/  /  / ,407,57,  ,  4385/0543,354700,354700,2.6,1010,SINGLE FAM MDL01,RD,1,2021,209100,145600,354700,234000,2018-08-31,90476,1993-07-30,136500,112000,248500,136500,112000,248500,20:09:00,212
724,15 WHIPPLE HILL RD,407/  58/  1000/  / ,407,58,1000,  4197/0226,21900,466700,58.8,6506,FARM-6,RD,1,2021,0,466700,466700,0,2016-03-29,,,0,22000,22000,0,425900,425900,20:09:01,213
738,41 CULVER HILL LN,407/  60/  5000/  / ,407,60,5000,  4623/ 491,646500,646500,9.55,1010,SINGLE FAM MDL01,RD,1,2021,375400,271100,646500,0,2021-04-22,535000,2013-03-19,354000,183600,537600,354000,183600,537600,20:09:01,214
740,48 CULVER HILL LN,407/  60/  7000/  / ,407,60,7000,  3736/0631,1002400,1002400,5.13,1090,MULTI HSES,RD,2,2021,668000,334400,1002400,960000,2010-09-29,616000,2001-08-01,651900,298400,950300,651900,298400,950300,20:09:02,215
741,63 CULVER HILL LN,407/  61/  /  / ,407,61,  ,  2528/0934,389300,509500,30,1010,SINGLE FAM MDL01,,1,2021,146100,363400,509500,2666,2001-04-04,,,120000,163100,283100,120000,270700,390700,20:09:03,216
742,56 CULVER HILL LN,407/  62/  /  / ,407,62,  ,  4121/0857,876100,946800,15.2,1010,SINGLE FAM MDL01,RD,1,2021,602000,344800,946800,0,2015-04-20,938000,2006-03-10,562800,252000,814800,562800,316100,878900,20:09:04,217
743,23 CLOVER MILL LN,407/  63/  /  / ,407,63,  ,  4600/ 687,551300,551300,9.32,1010,SINGLE FAM MDL01,RD,1,2021,256800,294500,551300,0,2021-02-08,430000,2012-08-25,254400,215800,470200,254400,215800,470200,20:09:05,218
744,20 CULVER HILL LN,407/  64/  /  / ,407,64,  ,  3276/0037,748000,878400,19.6,1010,SINGLE FAM MDL01,RD,1,2021,525500,352900,878400,810000,2006-05-01,43200,1998-11-25,446100,255900,702000,446100,333200,779300,20:09:06,219
